customer_id,age,tenure_months,city,plan_type,monthly_charge,avg_data_usage_gb
5721,47,10,Bangalore,Gold,1012,36.73
5722,31,6,Bangalore,Gold,1121,19.5
5723,58,7,Mumbai,Gold,473,21.86
5724,54,53,Hyderabad,Platinum,1109,22.18
5725,63,31,Chennai,Silver,1096,10.83
5726,39,27,Delhi,Silver,1196,47.63
5727,26,8,Hyderabad,Gold,556,41.82
5728,58,3,Mumbai,Silver,620,11.54
5729,62,40,Hyderabad,Gold,573,47.59
5730,48,47,Delhi,Gold,637,42.95
5731,21,21,Hyderabad,Platinum,920,46.35
5732,55,1,Chennai,Gold,1163,17.85
5733,60,45,Mumbai,Gold,943,20.1
5734,28,54,Delhi,Silver,895,26.15
5735,27,50,Mumbai,Silver,540,15.09
5736,31,15,Chennai,Gold,580,25.94
5737,59,7,Delhi,Platinum,497,5.41
5738,24,15,Delhi,Gold,709,44.49
5739,45,25,Mumbai,Gold,779,12.3
5740,32,3,Hyderabad,Gold,771,27.54
5741,46,30,Hyderabad,Gold,812,46.8
5742,58,58,Bangalore,Silver,1090,41.94
5743,32,14,Bangalore,Gold,859,39.93
5744,63,52,Delhi,Silver,576,32.25
5745,57,4,Mumbai,Gold,869,24.63
5746,44,36,Delhi,Platinum,1129,25.07
5747,36,3,Mumbai,Silver,1179,8.91
5748,33,5,Chennai,Gold,768,7.92
5749,45,25,Bangalore,Gold,885,42.95
5750,24,31,Delhi,Gold,1171,23.39
5751,31,11,Chennai,Silver,956,7.43
5752,52,8,Hyderabad,Gold,643,34.84
5753,27,26,Bangalore,Platinum,526,35.75
5754,31,2,Mumbai,Silver,1057,15.23
5755,48,28,Hyderabad,Silver,511,23.48
5756,61,48,Hyderabad,Gold,841,30.8
5757,43,57,Chennai,Silver,670,31.83
5758,43,10,Delhi,Platinum,713,28.0
5759,48,50,Delhi,Platinum,1062,21.39
5760,63,39,Chennai,Silver,806,8.1
5761,46,37,Hyderabad,Gold,636,6.0
5762,45,39,Bangalore,Platinum,561,25.68
5763,49,21,Hyderabad,Silver,780,14.13
5764,39,28,Chennai,Platinum,860,47.23
5765,53,38,Hyderabad,Silver,712,33.82
5766,56,56,Hyderabad,Silver,680,31.35
5767,34,33,Hyderabad,Silver,955,23.29
5768,34,11,Hyderabad,Silver,1131,19.83
5769,55,45,Bangalore,Gold,540,13.09
5770,50,44,Mumbai,Platinum,453,7.71
5771,48,1,Mumbai,Silver,938,33.55
5772,37,53,Delhi,Silver,919,40.06
5773,23,47,Mumbai,Gold,883,43.6
5774,36,33,Mumbai,Silver,901,37.59
5775,50,3,Mumbai,Silver,570,45.36
5776,49,26,Hyderabad,Platinum,775,49.23
5777,35,15,Hyderabad,Gold,1109,48.28
5778,45,41,Bangalore,Platinum,476,31.65
5779,58,14,Hyderabad,Silver,582,15.09
5780,62,23,Hyderabad,Gold,1103,9.79
5781,58,54,Mumbai,Gold,404,49.73
5782,43,56,Bangalore,Platinum,970,18.88
5783,45,8,Bangalore,Silver,636,6.53
5784,62,54,Mumbai,Platinum,1066,22.6
5785,27,36,Mumbai,Silver,898,38.66
5786,42,20,Bangalore,Platinum,418,45.09
5787,37,52,Chennai,Silver,464,26.49
5788,38,6,Mumbai,Gold,721,18.23
5789,61,33,Mumbai,Silver,635,40.03
5790,30,28,Bangalore,Gold,1065,27.67
5791,30,50,Chennai,Silver,688,8.87
5792,27,38,Chennai,Gold,635,44.95
5793,58,30,Delhi,Gold,1148,34.51
5794,47,46,Chennai,Gold,821,6.66
5795,53,43,Mumbai,Silver,790,5.41
5796,21,17,Hyderabad,Platinum,1132,8.95
5797,64,9,Bangalore,Silver,1155,41.99
5798,54,28,Mumbai,Platinum,404,26.66
5799,24,54,Bangalore,Platinum,536,20.09
5800,37,7,Chennai,Gold,796,16.22
5801,24,46,Bangalore,Silver,1149,27.81
5802,63,28,Mumbai,Silver,447,8.74
5803,46,17,Hyderabad,Gold,957,32.77
5804,24,40,Mumbai,Silver,463,22.12
5805,21,48,Delhi,Gold,1103,43.63
5806,27,44,Bangalore,Platinum,940,38.95
5807,50,44,Mumbai,Platinum,929,5.83
5808,29,5,Chennai,Gold,1069,12.49
5809,55,5,Chennai,Platinum,1113,26.33
5810,28,14,Mumbai,Silver,418,34.64
5811,44,6,Delhi,Platinum,575,37.18
5812,39,7,Bangalore,Silver,1176,41.73
5813,56,55,Delhi,Silver,1124,7.21
5814,63,53,Hyderabad,Silver,912,5.83
5815,47,17,Mumbai,Silver,1144,32.02
5816,52,59,Delhi,Gold,1159,37.57
5817,34,9,Hyderabad,Platinum,617,40.4
5818,38,31,Delhi,Silver,950,12.01
5819,48,22,Hyderabad,Gold,1132,48.59
5820,49,45,Chennai,Silver,966,15.32
5821,36,9,Chennai,Silver,1159,16.26
5822,55,59,Mumbai,Silver,890,11.94
5823,51,16,Delhi,Platinum,707,6.95
5824,24,36,Chennai,Gold,854,41.44
5825,57,34,Bangalore,Gold,423,5.25
5826,37,45,Chennai,Gold,682,25.87
5827,59,13,Chennai,Platinum,1145,9.14
5828,46,19,Delhi,Gold,770,7.02
5829,59,12,Hyderabad,Gold,977,47.06
5830,61,36,Bangalore,Gold,1105,42.14
5831,24,10,Bangalore,Gold,518,22.77
5832,50,16,Hyderabad,Silver,648,25.64
5833,50,28,Delhi,Silver,461,44.07
5834,42,56,Chennai,Platinum,799,40.86
5835,31,19,Hyderabad,Silver,539,36.12
5836,22,40,Bangalore,Gold,951,29.15
5837,64,6,Bangalore,Gold,617,32.35
5838,32,4,Chennai,Platinum,409,22.7
5839,50,30,Chennai,Silver,966,28.76
5840,56,39,Mumbai,Gold,488,29.29
5841,38,31,Hyderabad,Gold,915,43.92
5842,46,46,Chennai,Gold,873,14.84
5843,27,27,Mumbai,Gold,652,16.1
5844,21,45,Delhi,Gold,782,14.49
5845,46,21,Bangalore,Platinum,422,31.06
5846,43,37,Hyderabad,Silver,1012,36.28
5847,46,9,Delhi,Silver,960,15.73
5848,26,35,Hyderabad,Platinum,761,35.46
5849,26,42,Hyderabad,Silver,1171,33.26
5850,64,47,Chennai,Gold,784,19.45
5851,28,52,Mumbai,Gold,1078,15.34
5852,44,21,Hyderabad,Silver,786,44.68
5853,42,17,Delhi,Silver,639,30.64
5854,39,55,Hyderabad,Gold,714,36.68
5855,57,24,Mumbai,Silver,1023,46.64
5856,38,31,Bangalore,Gold,606,14.24
5857,51,6,Hyderabad,Gold,1158,20.77
5858,57,57,Delhi,Gold,634,24.55
5859,50,35,Bangalore,Silver,673,15.48
5860,62,50,Bangalore,Silver,548,42.82
5861,53,37,Chennai,Gold,967,8.75
5862,30,13,Chennai,Gold,1091,15.76
5863,57,25,Hyderabad,Gold,680,13.6
5864,32,32,Delhi,Gold,559,47.9
5865,50,59,Chennai,Silver,469,33.23
5866,47,1,Mumbai,Gold,739,37.23
5867,59,49,Mumbai,Platinum,640,9.88
5868,29,58,Bangalore,Silver,1108,13.73
5869,41,35,Bangalore,Silver,562,41.44
5870,32,58,Bangalore,Platinum,482,30.55
5871,49,19,Mumbai,Silver,1014,7.03
5872,53,53,Chennai,Gold,859,30.46
5873,63,52,Chennai,Silver,560,26.39
5874,35,54,Hyderabad,Platinum,1013,11.92
5875,22,12,Delhi,Gold,639,31.68
5876,59,40,Mumbai,Silver,1111,12.82
5877,64,40,Bangalore,Gold,885,41.52
5878,38,47,Delhi,Silver,1070,32.83
5879,23,43,Bangalore,Silver,602,44.21
5880,27,20,Delhi,Platinum,823,24.11
5881,63,33,Delhi,Gold,596,28.04
5882,38,29,Chennai,Platinum,441,39.23
5883,64,16,Hyderabad,Platinum,613,29.58
5884,58,14,Hyderabad,Platinum,1083,30.74
5885,57,7,Bangalore,Silver,652,29.9
5886,53,6,Mumbai,Silver,416,27.11
5887,64,21,Hyderabad,Gold,1059,41.26
5888,51,36,Mumbai,Silver,515,26.83
5889,31,22,Bangalore,Gold,603,45.54
5890,24,40,Mumbai,Gold,1092,41.39
5891,38,54,Delhi,Gold,1194,36.16
5892,24,19,Delhi,Gold,550,45.44
5893,54,25,Bangalore,Gold,645,29.17
5894,49,3,Mumbai,Platinum,457,41.98
5895,44,36,Mumbai,Platinum,1108,15.88
5896,42,45,Bangalore,Gold,906,8.28
5897,22,53,Hyderabad,Silver,640,35.83
5898,64,59,Chennai,Gold,1095,18.57
5899,26,34,Hyderabad,Gold,491,33.56
5900,62,11,Chennai,Gold,1012,8.48
5901,45,48,Mumbai,Silver,1005,48.0
5902,41,42,Chennai,Platinum,797,28.18
5903,36,47,Chennai,Gold,791,5.43
5904,51,27,Mumbai,Platinum,445,26.42
5905,34,42,Delhi,Silver,554,40.54
5906,59,2,Chennai,Gold,469,43.93
5907,48,6,Bangalore,Silver,910,25.76
5908,52,46,Hyderabad,Gold,681,10.67
5909,48,2,Mumbai,Silver,825,45.78
5910,29,42,Mumbai,Platinum,429,49.15
5911,42,17,Chennai,Silver,1120,7.84
5912,52,40,Delhi,Gold,661,8.51
5913,25,58,Delhi,Gold,722,30.45
5914,43,48,Hyderabad,Gold,482,29.03
5915,25,14,Hyderabad,Gold,866,31.49
5916,62,10,Delhi,Silver,615,19.27
5917,52,45,Delhi,Silver,1131,7.27
5918,30,33,Delhi,Silver,434,31.12
5919,59,42,Chennai,Gold,404,11.82
5920,35,54,Bangalore,Gold,405,20.36
5921,27,12,Hyderabad,Platinum,646,31.21
5922,49,32,Mumbai,Gold,492,14.38
5923,23,49,Delhi,Platinum,1190,29.41
5924,39,24,Delhi,Silver,714,37.16
5925,30,14,Bangalore,Silver,834,7.96
5926,48,5,Delhi,Silver,589,32.88
5927,49,51,Hyderabad,Silver,943,27.92
5928,35,5,Delhi,Platinum,1168,9.38
5929,55,47,Bangalore,Gold,832,36.79
5930,26,32,Chennai,Silver,625,18.99
5931,32,45,Hyderabad,Gold,635,13.2
5932,58,49,Chennai,Platinum,939,17.71
5933,33,33,Mumbai,Silver,598,29.58
5934,49,46,Bangalore,Gold,820,31.1
5935,39,4,Mumbai,Silver,940,12.63
5936,23,57,Mumbai,Gold,546,47.15
5937,28,30,Mumbai,Silver,511,19.8
5938,28,41,Mumbai,Gold,507,17.07
5939,40,17,Bangalore,Gold,930,13.4
5940,24,3,Chennai,Gold,834,10.42
5941,41,13,Delhi,Platinum,867,49.19
5942,23,44,Mumbai,Platinum,772,35.36
5943,28,48,Delhi,Silver,670,40.42
5944,43,36,Delhi,Silver,588,23.07
5945,36,18,Mumbai,Silver,964,23.66
5946,33,23,Hyderabad,Silver,1111,49.41
5947,23,35,Delhi,Gold,911,14.03
5948,29,49,Hyderabad,Silver,514,19.71
5949,34,33,Chennai,Gold,1098,13.78
5950,33,51,Delhi,Silver,406,17.72
5951,27,54,Bangalore,Silver,866,34.86
5952,35,36,Chennai,Platinum,747,18.9
5953,27,17,Chennai,Silver,475,44.4
5954,58,39,Hyderabad,Silver,1010,7.19
5955,54,34,Mumbai,Silver,979,20.96
5956,61,12,Bangalore,Silver,433,43.73
5957,42,5,Bangalore,Platinum,918,32.96
5958,44,48,Hyderabad,Gold,837,39.69
5959,57,40,Hyderabad,Gold,1130,19.56
5960,64,55,Chennai,Platinum,850,21.62
5961,21,27,Hyderabad,Platinum,752,44.97
5962,30,40,Mumbai,Silver,539,38.73
5963,63,13,Chennai,Silver,713,22.29
5964,36,26,Chennai,Silver,866,14.69
5965,28,14,Chennai,Silver,1033,9.78
5966,45,32,Bangalore,Gold,608,43.78
5967,32,11,Bangalore,Silver,481,36.39
5968,45,38,Chennai,Silver,1170,32.33
5969,37,16,Mumbai,Gold,796,39.95
5970,46,55,Delhi,Gold,495,46.17
5971,34,57,Chennai,Platinum,718,39.27
5972,61,22,Hyderabad,Silver,788,23.93
5973,56,57,Delhi,Gold,1064,12.94
5974,43,47,Bangalore,Silver,485,37.12
5975,63,16,Bangalore,Platinum,770,16.1
5976,26,13,Delhi,Silver,471,40.22
5977,25,12,Hyderabad,Gold,451,20.24
5978,63,18,Bangalore,Platinum,863,12.05
5979,45,29,Bangalore,Silver,495,16.46
5980,38,18,Chennai,Platinum,660,17.0
5981,33,46,Mumbai,Silver,1192,22.05
5982,63,2,Hyderabad,Silver,735,16.58
5983,34,54,Chennai,Silver,413,15.15
5984,48,2,Mumbai,Platinum,1116,22.63
5985,38,3,Bangalore,Silver,870,44.06
5986,48,29,Mumbai,Silver,963,8.17
5987,47,56,Bangalore,Platinum,680,18.33
5988,52,8,Chennai,Gold,618,30.3
5989,29,11,Bangalore,Gold,471,44.35
5990,60,12,Mumbai,Gold,455,17.79
5991,52,32,Chennai,Silver,609,20.69
5992,40,4,Mumbai,Platinum,692,40.91
5993,48,9,Mumbai,Platinum,1109,21.76
5994,53,24,Delhi,Silver,789,43.32
5995,24,49,Bangalore,Silver,808,25.49
5996,54,56,Bangalore,Platinum,803,30.61
5997,23,16,Mumbai,Silver,1190,30.24
5998,46,17,Bangalore,Gold,968,10.37
5999,28,47,Hyderabad,Gold,580,20.97
6000,26,52,Bangalore,Platinum,517,15.87
6001,36,58,Chennai,Silver,736,35.74
6002,44,22,Bangalore,Platinum,623,47.01
6003,59,7,Hyderabad,Silver,716,14.56
6004,50,10,Mumbai,Silver,735,9.11
6005,33,29,Bangalore,Gold,884,27.8
6006,25,36,Chennai,Silver,675,22.59
6007,45,24,Hyderabad,Gold,658,6.61
6008,40,56,Delhi,Gold,692,46.47
6009,38,46,Mumbai,Gold,562,47.31
6010,38,14,Mumbai,Gold,903,43.27
6011,22,14,Mumbai,Platinum,1035,17.62
6012,30,25,Hyderabad,Platinum,910,10.51
6013,32,46,Bangalore,Gold,927,31.66
6014,33,22,Bangalore,Gold,767,17.67
6015,31,52,Bangalore,Gold,403,14.08
6016,39,50,Bangalore,Gold,1170,33.86
6017,55,47,Mumbai,Silver,1019,38.77
6018,59,23,Delhi,Silver,672,28.73
6019,46,32,Mumbai,Gold,1083,19.4
6020,34,26,Delhi,Silver,590,28.06
6021,64,51,Delhi,Silver,497,31.99
6022,44,27,Bangalore,Gold,1081,7.33
6023,61,45,Chennai,Silver,1009,24.97
6024,21,12,Hyderabad,Silver,1056,31.92
6025,63,19,Chennai,Gold,935,10.83
6026,42,19,Delhi,Gold,1076,25.2
6027,43,52,Chennai,Silver,657,20.6
6028,39,34,Delhi,Gold,1031,44.05
6029,38,32,Mumbai,Gold,1181,27.02
6030,32,29,Mumbai,Silver,793,24.18
6031,48,21,Bangalore,Silver,1182,15.97
6032,48,35,Hyderabad,Platinum,948,48.09
6033,53,42,Mumbai,Gold,713,48.25
6034,39,5,Hyderabad,Silver,829,21.5
6035,48,12,Bangalore,Silver,1092,46.81
6036,57,7,Hyderabad,Silver,993,32.84
6037,46,41,Mumbai,Silver,653,40.15
6038,55,2,Mumbai,Platinum,1148,9.04
6039,54,25,Chennai,Gold,924,5.96
6040,55,10,Chennai,Gold,1074,28.13
6041,60,38,Chennai,Silver,563,8.42
6042,36,44,Hyderabad,Silver,729,45.13
6043,58,6,Mumbai,Platinum,904,41.91
6044,33,27,Bangalore,Platinum,748,37.17
6045,43,35,Delhi,Platinum,935,6.41
6046,42,10,Mumbai,Silver,580,25.63
6047,36,9,Chennai,Gold,938,8.51
6048,48,20,Chennai,Gold,856,46.79
6049,55,37,Hyderabad,Platinum,473,32.57
6050,28,35,Chennai,Silver,539,12.04
6051,64,37,Hyderabad,Platinum,1054,30.23
6052,42,40,Bangalore,Gold,402,10.33
6053,41,8,Chennai,Gold,1195,11.56
6054,46,46,Hyderabad,Silver,664,8.64
6055,60,56,Chennai,Platinum,822,44.23
6056,41,54,Hyderabad,Platinum,941,29.56
6057,45,31,Mumbai,Silver,968,19.76
6058,61,49,Hyderabad,Silver,1190,5.03
6059,21,43,Delhi,Gold,813,26.24
6060,26,58,Bangalore,Gold,719,28.07
6061,43,16,Mumbai,Gold,799,20.15
6062,43,28,Bangalore,Platinum,519,26.79
6063,63,6,Mumbai,Gold,819,9.53
6064,63,32,Chennai,Gold,685,46.49
6065,43,28,Hyderabad,Silver,445,16.63
6066,52,11,Chennai,Gold,756,47.68
6067,50,42,Bangalore,Silver,479,27.18
6068,33,23,Bangalore,Platinum,1167,43.55
6069,63,30,Mumbai,Silver,803,30.97
6070,38,9,Bangalore,Silver,861,43.0
6071,43,28,Hyderabad,Platinum,508,5.46
6072,35,24,Bangalore,Platinum,967,13.39
6073,53,59,Chennai,Silver,620,20.93
6074,41,28,Hyderabad,Silver,637,18.33
6075,59,24,Bangalore,Platinum,866,47.6
6076,43,15,Delhi,Platinum,608,22.76
6077,47,39,Delhi,Platinum,589,48.75
6078,64,50,Chennai,Gold,1068,34.3
6079,38,33,Mumbai,Silver,525,42.6
6080,44,47,Mumbai,Silver,1037,22.72
6081,60,34,Bangalore,Gold,1039,13.55
6082,62,22,Hyderabad,Platinum,1004,7.27
6083,27,29,Mumbai,Gold,871,34.54
6084,40,34,Delhi,Silver,482,48.73
6085,47,42,Mumbai,Gold,442,10.32
6086,26,52,Delhi,Gold,1113,39.73
6087,47,47,Mumbai,Gold,691,21.41
6088,29,10,Chennai,Gold,544,49.71
6089,51,51,Hyderabad,Silver,581,44.15
6090,41,54,Bangalore,Silver,544,15.38
6091,46,45,Delhi,Platinum,559,39.46
6092,60,30,Mumbai,Silver,706,38.04
6093,33,56,Bangalore,Silver,771,39.35
6094,43,11,Delhi,Silver,842,8.73
6095,40,54,Delhi,Platinum,1166,41.42
6096,57,34,Chennai,Silver,1190,16.76
6097,48,21,Mumbai,Silver,1055,31.57
6098,37,59,Bangalore,Gold,943,10.19
6099,48,13,Mumbai,Silver,977,30.12
6100,61,54,Mumbai,Gold,1113,45.79
6101,22,25,Hyderabad,Gold,1101,12.97
6102,45,54,Delhi,Platinum,813,43.48
6103,61,58,Delhi,Silver,1026,24.6
6104,26,21,Hyderabad,Gold,819,19.5
6105,31,1,Hyderabad,Platinum,661,7.57
6106,58,58,Mumbai,Silver,404,28.78
6107,26,5,Delhi,Silver,711,14.0
6108,31,53,Bangalore,Gold,939,47.3
6109,34,22,Chennai,Gold,1149,15.72
6110,22,7,Hyderabad,Silver,458,31.41
6111,60,13,Bangalore,Silver,698,30.13
6112,23,45,Bangalore,Gold,449,20.16
6113,55,52,Mumbai,Gold,1153,43.34
6114,53,23,Hyderabad,Gold,1031,13.25
6115,44,21,Bangalore,Gold,949,41.77
6116,39,6,Chennai,Gold,1142,14.34
6117,38,20,Bangalore,Gold,800,6.76
6118,44,12,Chennai,Gold,1122,47.47
6119,55,40,Chennai,Silver,682,33.68
6120,21,9,Chennai,Silver,564,33.37
6121,56,50,Hyderabad,Platinum,662,16.93
6122,45,28,Chennai,Gold,693,11.26
6123,63,11,Hyderabad,Gold,608,36.77
6124,54,52,Bangalore,Gold,1068,28.34
6125,45,32,Chennai,Platinum,706,19.31
6126,36,11,Delhi,Gold,763,19.26
6127,54,24,Bangalore,Platinum,502,45.02
6128,49,56,Delhi,Silver,891,45.04
6129,39,15,Delhi,Silver,798,17.36
6130,43,41,Mumbai,Silver,1055,40.74
6131,39,35,Hyderabad,Platinum,1008,15.2
6132,45,17,Mumbai,Platinum,1178,41.36
6133,36,25,Hyderabad,Silver,751,10.68
6134,29,49,Mumbai,Gold,636,39.12
6135,21,35,Bangalore,Gold,491,30.01
6136,62,19,Delhi,Silver,547,10.29
6137,39,41,Bangalore,Silver,428,32.71
6138,53,31,Hyderabad,Silver,415,13.66
6139,54,17,Delhi,Platinum,800,13.74
6140,36,55,Delhi,Silver,605,25.13
6141,64,50,Hyderabad,Gold,1127,48.39
6142,60,23,Bangalore,Gold,417,45.15
6143,38,47,Delhi,Platinum,576,42.19
6144,54,1,Bangalore,Silver,1050,43.3
6145,45,58,Bangalore,Silver,840,27.38
6146,26,10,Bangalore,Gold,1120,21.86
6147,41,8,Delhi,Platinum,930,44.78
6148,26,42,Chennai,Gold,469,8.64
6149,52,26,Mumbai,Gold,1027,49.82
6150,61,34,Hyderabad,Gold,921,29.88
6151,63,19,Bangalore,Silver,656,29.32
6152,59,14,Delhi,Gold,656,18.14
6153,51,8,Hyderabad,Platinum,958,12.67
6154,62,51,Chennai,Silver,629,35.61
6155,30,1,Chennai,Silver,1066,21.28
6156,50,48,Delhi,Silver,1064,18.61
6157,38,25,Bangalore,Platinum,617,12.31
6158,44,24,Chennai,Silver,1014,29.08
6159,29,47,Chennai,Gold,563,31.47
6160,51,20,Chennai,Silver,791,24.94
6161,35,56,Delhi,Silver,452,5.54
6162,24,30,Hyderabad,Platinum,874,27.13
6163,60,5,Mumbai,Platinum,403,17.24
6164,29,3,Delhi,Gold,960,11.24
6165,29,32,Bangalore,Silver,1023,30.99
6166,46,17,Delhi,Silver,596,35.21
6167,24,42,Delhi,Silver,1081,28.34
6168,37,5,Mumbai,Gold,1029,32.64
6169,36,11,Mumbai,Gold,474,32.3
6170,35,38,Mumbai,Silver,604,10.59
6171,55,4,Hyderabad,Silver,995,14.71
6172,25,39,Delhi,Gold,945,5.43
6173,25,19,Bangalore,Platinum,752,49.19
6174,40,39,Mumbai,Silver,925,14.51
6175,35,46,Mumbai,Gold,731,41.66
6176,38,49,Delhi,Gold,602,40.16
6177,22,23,Bangalore,Silver,1168,36.73
6178,49,17,Mumbai,Platinum,637,25.24
6179,33,13,Delhi,Platinum,1175,31.27
6180,24,27,Chennai,Gold,801,13.39
6181,62,1,Hyderabad,Gold,788,9.77
6182,30,2,Delhi,Platinum,1039,20.83
6183,51,18,Mumbai,Gold,1134,42.15
6184,61,36,Bangalore,Gold,466,30.38
6185,28,45,Chennai,Platinum,549,39.37
6186,23,33,Bangalore,Gold,533,45.06
6187,29,36,Bangalore,Silver,810,30.22
6188,50,2,Bangalore,Silver,612,21.53
6189,31,4,Delhi,Gold,948,43.51
6190,55,16,Delhi,Gold,900,15.33
6191,57,4,Hyderabad,Platinum,1032,6.11
6192,62,57,Chennai,Silver,625,7.28
6193,33,9,Bangalore,Gold,782,31.2
6194,56,49,Mumbai,Silver,947,45.16
6195,33,21,Bangalore,Platinum,588,30.39
6196,32,23,Chennai,Gold,1158,23.41
6197,57,52,Bangalore,Gold,617,30.97
6198,30,53,Delhi,Gold,779,35.2
6199,29,2,Delhi,Silver,1168,39.13
6200,27,3,Chennai,Platinum,575,20.63
6201,22,23,Hyderabad,Silver,610,22.41
6202,43,26,Bangalore,Silver,1129,6.06
6203,59,47,Chennai,Gold,742,34.23
6204,60,7,Mumbai,Silver,887,39.95
6205,59,36,Mumbai,Gold,746,27.99
6206,41,44,Hyderabad,Gold,722,21.94
6207,43,33,Delhi,Silver,893,19.99
6208,49,49,Chennai,Gold,886,34.03
6209,34,36,Bangalore,Gold,476,19.88
6210,46,4,Chennai,Silver,402,31.96
6211,25,54,Hyderabad,Silver,937,46.71
6212,51,23,Chennai,Gold,852,19.88
6213,45,25,Hyderabad,Silver,402,8.07
6214,51,41,Hyderabad,Platinum,1195,44.33
6215,40,26,Hyderabad,Gold,638,17.31
6216,64,28,Chennai,Silver,643,49.49
6217,37,28,Mumbai,Gold,826,42.81
6218,22,21,Bangalore,Gold,941,24.21
6219,45,10,Hyderabad,Gold,742,33.27
6220,33,27,Delhi,Platinum,801,17.49
6221,59,51,Hyderabad,Platinum,916,8.79
6222,48,51,Chennai,Gold,1020,28.66
6223,62,15,Hyderabad,Gold,656,24.11
6224,26,54,Delhi,Silver,463,48.65
6225,23,17,Mumbai,Gold,1130,31.89
6226,55,39,Chennai,Gold,541,38.62
6227,38,35,Chennai,Silver,696,11.09
6228,31,5,Chennai,Silver,1165,37.56
6229,40,16,Delhi,Platinum,472,7.53
6230,25,23,Chennai,Platinum,1092,32.59
6231,39,39,Mumbai,Gold,1128,42.73
6232,42,48,Bangalore,Silver,814,26.74
6233,39,9,Bangalore,Gold,521,14.68
6234,36,33,Hyderabad,Silver,714,24.97
6235,44,35,Bangalore,Silver,1135,42.85
6236,61,57,Delhi,Silver,849,37.15
6237,24,40,Bangalore,Silver,1151,32.24
6238,35,50,Delhi,Gold,1155,36.22
6239,45,24,Delhi,Silver,961,42.54
6240,64,24,Hyderabad,Silver,593,11.83
6241,55,50,Bangalore,Silver,925,42.89
6242,34,24,Hyderabad,Gold,798,41.3
6243,39,19,Chennai,Platinum,680,26.49
6244,58,39,Mumbai,Gold,857,23.13
6245,56,25,Bangalore,Gold,747,46.97
6246,27,52,Chennai,Gold,1151,41.87
6247,50,31,Chennai,Gold,919,49.49
6248,39,59,Hyderabad,Silver,1097,33.88
6249,45,38,Hyderabad,Platinum,777,6.42
6250,36,25,Mumbai,Platinum,1159,11.92
6251,60,27,Mumbai,Silver,839,41.91
6252,28,32,Mumbai,Platinum,900,33.75
6253,38,11,Mumbai,Platinum,483,13.91
6254,48,5,Hyderabad,Platinum,441,5.54
6255,36,44,Delhi,Gold,668,16.83
6256,39,33,Hyderabad,Platinum,930,11.19
6257,62,19,Delhi,Gold,433,44.43
6258,37,43,Hyderabad,Silver,873,44.73
6259,33,47,Hyderabad,Platinum,573,42.91
6260,27,57,Mumbai,Gold,1127,9.26
6261,47,16,Delhi,Silver,772,11.08
6262,30,35,Chennai,Platinum,905,11.1
6263,54,11,Chennai,Platinum,584,16.63
6264,56,11,Chennai,Platinum,599,8.28
6265,45,10,Mumbai,Platinum,1008,49.17
6266,26,34,Chennai,Gold,532,43.48
6267,44,52,Hyderabad,Gold,442,8.11
6268,38,5,Mumbai,Platinum,503,11.47
6269,43,23,Chennai,Silver,416,16.8
6270,26,55,Mumbai,Platinum,488,39.88
6271,49,25,Hyderabad,Gold,889,37.13
6272,45,29,Mumbai,Platinum,1085,33.37
6273,37,40,Chennai,Gold,560,46.05
6274,44,13,Mumbai,Silver,1182,6.63
6275,31,47,Bangalore,Platinum,953,12.26
6276,46,32,Chennai,Gold,1102,13.54
6277,54,34,Hyderabad,Silver,455,7.68
6278,48,12,Delhi,Silver,1082,32.82
6279,23,24,Mumbai,Gold,993,14.44
6280,31,40,Mumbai,Silver,593,26.72
6281,58,21,Chennai,Platinum,864,35.84
6282,34,29,Chennai,Silver,468,31.79
6283,46,51,Bangalore,Gold,419,18.06
6284,41,57,Hyderabad,Silver,1053,23.64
6285,59,23,Mumbai,Silver,603,20.29
6286,50,33,Mumbai,Silver,696,43.36
6287,28,8,Delhi,Gold,586,23.9
6288,40,42,Mumbai,Gold,449,7.78
6289,52,13,Mumbai,Gold,601,32.87
6290,42,5,Bangalore,Platinum,822,13.9
6291,27,54,Delhi,Gold,557,20.24
6292,29,41,Mumbai,Gold,564,19.75
6293,21,10,Mumbai,Silver,702,8.26
6294,49,14,Hyderabad,Gold,525,47.79
6295,28,24,Mumbai,Silver,1129,29.62
6296,24,11,Bangalore,Silver,712,12.03
6297,55,46,Mumbai,Silver,661,30.01
6298,23,3,Mumbai,Silver,1020,25.32
6299,60,29,Chennai,Platinum,993,20.52
6300,27,53,Mumbai,Gold,843,26.26
6301,47,48,Delhi,Platinum,880,35.13
6302,21,52,Chennai,Platinum,1011,13.98
6303,47,30,Delhi,Platinum,1018,29.2
6304,36,49,Delhi,Silver,1026,41.58
6305,58,37,Bangalore,Gold,732,15.01
6306,27,58,Mumbai,Silver,687,28.2
6307,64,7,Delhi,Platinum,802,48.46
6308,43,17,Mumbai,Gold,430,41.02
6309,61,20,Mumbai,Silver,1118,31.69
6310,31,54,Bangalore,Silver,955,38.71
6311,62,11,Bangalore,Gold,806,28.65
6312,53,44,Delhi,Gold,887,49.4
6313,56,25,Delhi,Gold,426,12.61
6314,57,59,Chennai,Platinum,901,37.38
6315,61,24,Mumbai,Gold,1040,5.27
6316,37,2,Mumbai,Gold,549,10.66
6317,55,27,Bangalore,Silver,724,37.48
6318,25,19,Bangalore,Gold,679,39.17
6319,52,58,Delhi,Silver,1035,6.77
