customer_id,experiment_group,offer_type,assignment_date
3702,A,10% Bill Discount,2025-01-01
3703,B,10% Bill Discount,2025-01-01
3704,A,10% Bill Discount,2025-01-01
3705,A,10% Bill Discount,2025-01-01
3706,A,10% Bill Discount,2025-01-01
3707,B,10% Bill Discount,2025-01-01
3708,A,10% Bill Discount,2025-01-01
3709,A,10% Bill Discount,2025-01-01
3710,B,10% Bill Discount,2025-01-01
3711,B,10% Bill Discount,2025-01-01
3712,B,10% Bill Discount,2025-01-01
3713,B,10% Bill Discount,2025-01-01
3714,A,10% Bill Discount,2025-01-01
3715,A,10% Bill Discount,2025-01-01
3716,B,10% Bill Discount,2025-01-01
3717,A,10% Bill Discount,2025-01-01
3718,A,10% Bill Discount,2025-01-01
3719,A,10% Bill Discount,2025-01-01
3720,A,10% Bill Discount,2025-01-01
3721,B,10% Bill Discount,2025-01-01
3722,B,10% Bill Discount,2025-01-01
3723,A,10% Bill Discount,2025-01-01
3724,A,10% Bill Discount,2025-01-01
3725,A,10% Bill Discount,2025-01-01
3726,B,10% Bill Discount,2025-01-01
3727,B,10% Bill Discount,2025-01-01
3728,A,10% Bill Discount,2025-01-01
3729,B,10% Bill Discount,2025-01-01
3730,B,10% Bill Discount,2025-01-01
3731,A,10% Bill Discount,2025-01-01
3732,A,10% Bill Discount,2025-01-01
3733,B,10% Bill Discount,2025-01-01
3734,B,10% Bill Discount,2025-01-01
3735,A,10% Bill Discount,2025-01-01
3736,B,10% Bill Discount,2025-01-01
3737,A,10% Bill Discount,2025-01-01
3738,B,10% Bill Discount,2025-01-01
3739,A,10% Bill Discount,2025-01-01
3740,B,10% Bill Discount,2025-01-01
3741,B,10% Bill Discount,2025-01-01
3742,B,10% Bill Discount,2025-01-01
3743,A,10% Bill Discount,2025-01-01
3744,B,10% Bill Discount,2025-01-01
3745,B,10% Bill Discount,2025-01-01
3746,A,10% Bill Discount,2025-01-01
3747,A,10% Bill Discount,2025-01-01
3748,B,10% Bill Discount,2025-01-01
3749,B,10% Bill Discount,2025-01-01
3750,B,10% Bill Discount,2025-01-01
3751,B,10% Bill Discount,2025-01-01
3752,A,10% Bill Discount,2025-01-01
3753,A,10% Bill Discount,2025-01-01
3754,A,10% Bill Discount,2025-01-01
3755,B,10% Bill Discount,2025-01-01
3756,B,10% Bill Discount,2025-01-01
3757,A,10% Bill Discount,2025-01-01
3758,A,10% Bill Discount,2025-01-01
3759,B,10% Bill Discount,2025-01-01
3760,A,10% Bill Discount,2025-01-01
3761,A,10% Bill Discount,2025-01-01
3762,A,10% Bill Discount,2025-01-01
3763,A,10% Bill Discount,2025-01-01
3764,B,10% Bill Discount,2025-01-01
3765,A,10% Bill Discount,2025-01-01
3766,A,10% Bill Discount,2025-01-01
3767,A,10% Bill Discount,2025-01-01
3768,B,10% Bill Discount,2025-01-01
3769,A,10% Bill Discount,2025-01-01
3770,B,10% Bill Discount,2025-01-01
3771,B,10% Bill Discount,2025-01-01
3772,B,10% Bill Discount,2025-01-01
3773,B,10% Bill Discount,2025-01-01
3774,A,10% Bill Discount,2025-01-01
3775,A,10% Bill Discount,2025-01-01
3776,B,10% Bill Discount,2025-01-01
3777,A,10% Bill Discount,2025-01-01
3778,A,10% Bill Discount,2025-01-01
3779,A,10% Bill Discount,2025-01-01
3780,A,10% Bill Discount,2025-01-01
3781,B,10% Bill Discount,2025-01-01
3782,B,10% Bill Discount,2025-01-01
3783,A,10% Bill Discount,2025-01-01
3784,A,10% Bill Discount,2025-01-01
3785,A,10% Bill Discount,2025-01-01
3786,B,10% Bill Discount,2025-01-01
3787,B,10% Bill Discount,2025-01-01
3788,A,10% Bill Discount,2025-01-01
3789,A,10% Bill Discount,2025-01-01
3790,B,10% Bill Discount,2025-01-01
3791,B,10% Bill Discount,2025-01-01
3792,B,10% Bill Discount,2025-01-01
3793,A,10% Bill Discount,2025-01-01
3794,A,10% Bill Discount,2025-01-01
3795,B,10% Bill Discount,2025-01-01
3796,A,10% Bill Discount,2025-01-01
3797,A,10% Bill Discount,2025-01-01
3798,B,10% Bill Discount,2025-01-01
3799,B,10% Bill Discount,2025-01-01
3800,B,10% Bill Discount,2025-01-01
3801,B,10% Bill Discount,2025-01-01
3802,B,10% Bill Discount,2025-01-01
3803,B,10% Bill Discount,2025-01-01
3804,A,10% Bill Discount,2025-01-01
3805,A,10% Bill Discount,2025-01-01
3806,A,10% Bill Discount,2025-01-01
3807,B,10% Bill Discount,2025-01-01
3808,A,10% Bill Discount,2025-01-01
3809,B,10% Bill Discount,2025-01-01
3810,A,10% Bill Discount,2025-01-01
3811,B,10% Bill Discount,2025-01-01
3812,B,10% Bill Discount,2025-01-01
3813,B,10% Bill Discount,2025-01-01
3814,A,10% Bill Discount,2025-01-01
3815,B,10% Bill Discount,2025-01-01
3816,A,10% Bill Discount,2025-01-01
3817,B,10% Bill Discount,2025-01-01
3818,A,10% Bill Discount,2025-01-01
3819,A,10% Bill Discount,2025-01-01
3820,B,10% Bill Discount,2025-01-01
3821,A,10% Bill Discount,2025-01-01
3822,B,10% Bill Discount,2025-01-01
3823,A,10% Bill Discount,2025-01-01
3824,A,10% Bill Discount,2025-01-01
3825,B,10% Bill Discount,2025-01-01
3826,A,10% Bill Discount,2025-01-01
3827,B,10% Bill Discount,2025-01-01
3828,B,10% Bill Discount,2025-01-01
3829,B,10% Bill Discount,2025-01-01
3830,B,10% Bill Discount,2025-01-01
3831,B,10% Bill Discount,2025-01-01
3832,A,10% Bill Discount,2025-01-01
3833,A,10% Bill Discount,2025-01-01
3834,B,10% Bill Discount,2025-01-01
3835,B,10% Bill Discount,2025-01-01
3836,A,10% Bill Discount,2025-01-01
3837,B,10% Bill Discount,2025-01-01
3838,A,10% Bill Discount,2025-01-01
3839,B,10% Bill Discount,2025-01-01
3840,B,10% Bill Discount,2025-01-01
3841,A,10% Bill Discount,2025-01-01
3842,A,10% Bill Discount,2025-01-01
3843,B,10% Bill Discount,2025-01-01
3844,A,10% Bill Discount,2025-01-01
3845,A,10% Bill Discount,2025-01-01
3846,A,10% Bill Discount,2025-01-01
3847,A,10% Bill Discount,2025-01-01
3848,A,10% Bill Discount,2025-01-01
3849,B,10% Bill Discount,2025-01-01
3850,A,10% Bill Discount,2025-01-01
3851,B,10% Bill Discount,2025-01-01
3852,B,10% Bill Discount,2025-01-01
3853,A,10% Bill Discount,2025-01-01
3854,B,10% Bill Discount,2025-01-01
3855,A,10% Bill Discount,2025-01-01
3856,A,10% Bill Discount,2025-01-01
3857,B,10% Bill Discount,2025-01-01
3858,B,10% Bill Discount,2025-01-01
3859,A,10% Bill Discount,2025-01-01
3860,B,10% Bill Discount,2025-01-01
3861,A,10% Bill Discount,2025-01-01
3862,B,10% Bill Discount,2025-01-01
3863,A,10% Bill Discount,2025-01-01
3864,B,10% Bill Discount,2025-01-01
3865,A,10% Bill Discount,2025-01-01
3866,A,10% Bill Discount,2025-01-01
3867,B,10% Bill Discount,2025-01-01
3868,A,10% Bill Discount,2025-01-01
3869,A,10% Bill Discount,2025-01-01
3870,A,10% Bill Discount,2025-01-01
3871,B,10% Bill Discount,2025-01-01
3872,B,10% Bill Discount,2025-01-01
3873,B,10% Bill Discount,2025-01-01
3874,A,10% Bill Discount,2025-01-01
3875,B,10% Bill Discount,2025-01-01
3876,A,10% Bill Discount,2025-01-01
3877,B,10% Bill Discount,2025-01-01
3878,B,10% Bill Discount,2025-01-01
3879,A,10% Bill Discount,2025-01-01
3880,B,10% Bill Discount,2025-01-01
3881,A,10% Bill Discount,2025-01-01
3882,B,10% Bill Discount,2025-01-01
3883,B,10% Bill Discount,2025-01-01
3884,B,10% Bill Discount,2025-01-01
3885,A,10% Bill Discount,2025-01-01
3886,B,10% Bill Discount,2025-01-01
3887,B,10% Bill Discount,2025-01-01
3888,A,10% Bill Discount,2025-01-01
3889,A,10% Bill Discount,2025-01-01
3890,B,10% Bill Discount,2025-01-01
3891,A,10% Bill Discount,2025-01-01
3892,B,10% Bill Discount,2025-01-01
3893,A,10% Bill Discount,2025-01-01
3894,A,10% Bill Discount,2025-01-01
3895,A,10% Bill Discount,2025-01-01
3896,A,10% Bill Discount,2025-01-01
3897,B,10% Bill Discount,2025-01-01
3898,B,10% Bill Discount,2025-01-01
3899,A,10% Bill Discount,2025-01-01
3900,B,10% Bill Discount,2025-01-01
3901,A,10% Bill Discount,2025-01-01
3902,B,10% Bill Discount,2025-01-01
3903,B,10% Bill Discount,2025-01-01
3904,A,10% Bill Discount,2025-01-01
3905,A,10% Bill Discount,2025-01-01
3906,A,10% Bill Discount,2025-01-01
3907,A,10% Bill Discount,2025-01-01
3908,A,10% Bill Discount,2025-01-01
3909,B,10% Bill Discount,2025-01-01
3910,A,10% Bill Discount,2025-01-01
3911,A,10% Bill Discount,2025-01-01
3912,A,10% Bill Discount,2025-01-01
3913,B,10% Bill Discount,2025-01-01
3914,A,10% Bill Discount,2025-01-01
3915,A,10% Bill Discount,2025-01-01
3916,B,10% Bill Discount,2025-01-01
3917,B,10% Bill Discount,2025-01-01
3918,A,10% Bill Discount,2025-01-01
3919,B,10% Bill Discount,2025-01-01
3920,A,10% Bill Discount,2025-01-01
3921,A,10% Bill Discount,2025-01-01
3922,B,10% Bill Discount,2025-01-01
3923,A,10% Bill Discount,2025-01-01
3924,B,10% Bill Discount,2025-01-01
3925,A,10% Bill Discount,2025-01-01
3926,A,10% Bill Discount,2025-01-01
3927,B,10% Bill Discount,2025-01-01
3928,B,10% Bill Discount,2025-01-01
3929,A,10% Bill Discount,2025-01-01
3930,B,10% Bill Discount,2025-01-01
3931,A,10% Bill Discount,2025-01-01
3932,B,10% Bill Discount,2025-01-01
3933,A,10% Bill Discount,2025-01-01
3934,B,10% Bill Discount,2025-01-01
3935,B,10% Bill Discount,2025-01-01
3936,A,10% Bill Discount,2025-01-01
3937,A,10% Bill Discount,2025-01-01
3938,B,10% Bill Discount,2025-01-01
3939,A,10% Bill Discount,2025-01-01
3940,A,10% Bill Discount,2025-01-01
3941,B,10% Bill Discount,2025-01-01
3942,B,10% Bill Discount,2025-01-01
3943,B,10% Bill Discount,2025-01-01
3944,B,10% Bill Discount,2025-01-01
3945,A,10% Bill Discount,2025-01-01
3946,A,10% Bill Discount,2025-01-01
3947,A,10% Bill Discount,2025-01-01
3948,B,10% Bill Discount,2025-01-01
3949,A,10% Bill Discount,2025-01-01
3950,B,10% Bill Discount,2025-01-01
3951,B,10% Bill Discount,2025-01-01
3952,B,10% Bill Discount,2025-01-01
3953,B,10% Bill Discount,2025-01-01
3954,A,10% Bill Discount,2025-01-01
3955,A,10% Bill Discount,2025-01-01
3956,A,10% Bill Discount,2025-01-01
3957,B,10% Bill Discount,2025-01-01
3958,A,10% Bill Discount,2025-01-01
3959,A,10% Bill Discount,2025-01-01
3960,B,10% Bill Discount,2025-01-01
3961,A,10% Bill Discount,2025-01-01
3962,B,10% Bill Discount,2025-01-01
3963,A,10% Bill Discount,2025-01-01
3964,A,10% Bill Discount,2025-01-01
3965,A,10% Bill Discount,2025-01-01
3966,B,10% Bill Discount,2025-01-01
3967,B,10% Bill Discount,2025-01-01
3968,B,10% Bill Discount,2025-01-01
3969,A,10% Bill Discount,2025-01-01
3970,B,10% Bill Discount,2025-01-01
3971,A,10% Bill Discount,2025-01-01
3972,B,10% Bill Discount,2025-01-01
3973,B,10% Bill Discount,2025-01-01
3974,B,10% Bill Discount,2025-01-01
3975,B,10% Bill Discount,2025-01-01
3976,B,10% Bill Discount,2025-01-01
3977,B,10% Bill Discount,2025-01-01
3978,B,10% Bill Discount,2025-01-01
3979,A,10% Bill Discount,2025-01-01
3980,B,10% Bill Discount,2025-01-01
3981,B,10% Bill Discount,2025-01-01
3982,A,10% Bill Discount,2025-01-01
3983,A,10% Bill Discount,2025-01-01
3984,B,10% Bill Discount,2025-01-01
3985,B,10% Bill Discount,2025-01-01
3986,B,10% Bill Discount,2025-01-01
3987,A,10% Bill Discount,2025-01-01
3988,B,10% Bill Discount,2025-01-01
3989,A,10% Bill Discount,2025-01-01
3990,A,10% Bill Discount,2025-01-01
3991,B,10% Bill Discount,2025-01-01
3992,A,10% Bill Discount,2025-01-01
3993,A,10% Bill Discount,2025-01-01
3994,B,10% Bill Discount,2025-01-01
3995,A,10% Bill Discount,2025-01-01
3996,B,10% Bill Discount,2025-01-01
3997,A,10% Bill Discount,2025-01-01
3998,B,10% Bill Discount,2025-01-01
3999,B,10% Bill Discount,2025-01-01
4000,B,10% Bill Discount,2025-01-01
4001,A,10% Bill Discount,2025-01-01
4002,A,10% Bill Discount,2025-01-01
4003,B,10% Bill Discount,2025-01-01
4004,A,10% Bill Discount,2025-01-01
4005,B,10% Bill Discount,2025-01-01
4006,B,10% Bill Discount,2025-01-01
4007,B,10% Bill Discount,2025-01-01
4008,A,10% Bill Discount,2025-01-01
4009,A,10% Bill Discount,2025-01-01
4010,A,10% Bill Discount,2025-01-01
4011,A,10% Bill Discount,2025-01-01
4012,B,10% Bill Discount,2025-01-01
4013,B,10% Bill Discount,2025-01-01
4014,B,10% Bill Discount,2025-01-01
4015,B,10% Bill Discount,2025-01-01
4016,B,10% Bill Discount,2025-01-01
4017,B,10% Bill Discount,2025-01-01
4018,B,10% Bill Discount,2025-01-01
4019,B,10% Bill Discount,2025-01-01
4020,B,10% Bill Discount,2025-01-01
4021,B,10% Bill Discount,2025-01-01
4022,A,10% Bill Discount,2025-01-01
4023,A,10% Bill Discount,2025-01-01
4024,A,10% Bill Discount,2025-01-01
4025,A,10% Bill Discount,2025-01-01
4026,A,10% Bill Discount,2025-01-01
4027,B,10% Bill Discount,2025-01-01
4028,B,10% Bill Discount,2025-01-01
4029,A,10% Bill Discount,2025-01-01
4030,B,10% Bill Discount,2025-01-01
4031,A,10% Bill Discount,2025-01-01
4032,A,10% Bill Discount,2025-01-01
4033,B,10% Bill Discount,2025-01-01
4034,B,10% Bill Discount,2025-01-01
4035,B,10% Bill Discount,2025-01-01
4036,A,10% Bill Discount,2025-01-01
4037,B,10% Bill Discount,2025-01-01
4038,A,10% Bill Discount,2025-01-01
4039,A,10% Bill Discount,2025-01-01
4040,B,10% Bill Discount,2025-01-01
4041,A,10% Bill Discount,2025-01-01
4042,B,10% Bill Discount,2025-01-01
4043,B,10% Bill Discount,2025-01-01
4044,B,10% Bill Discount,2025-01-01
4045,A,10% Bill Discount,2025-01-01
4046,A,10% Bill Discount,2025-01-01
4047,A,10% Bill Discount,2025-01-01
4048,B,10% Bill Discount,2025-01-01
4049,A,10% Bill Discount,2025-01-01
4050,B,10% Bill Discount,2025-01-01
4051,B,10% Bill Discount,2025-01-01
4052,B,10% Bill Discount,2025-01-01
4053,A,10% Bill Discount,2025-01-01
4054,B,10% Bill Discount,2025-01-01
4055,B,10% Bill Discount,2025-01-01
4056,B,10% Bill Discount,2025-01-01
4057,B,10% Bill Discount,2025-01-01
4058,B,10% Bill Discount,2025-01-01
4059,A,10% Bill Discount,2025-01-01
4060,B,10% Bill Discount,2025-01-01
4061,B,10% Bill Discount,2025-01-01
4062,A,10% Bill Discount,2025-01-01
4063,B,10% Bill Discount,2025-01-01
4064,A,10% Bill Discount,2025-01-01
4065,A,10% Bill Discount,2025-01-01
4066,A,10% Bill Discount,2025-01-01
4067,B,10% Bill Discount,2025-01-01
4068,B,10% Bill Discount,2025-01-01
4069,A,10% Bill Discount,2025-01-01
4070,B,10% Bill Discount,2025-01-01
4071,B,10% Bill Discount,2025-01-01
4072,B,10% Bill Discount,2025-01-01
4073,A,10% Bill Discount,2025-01-01
4074,B,10% Bill Discount,2025-01-01
4075,A,10% Bill Discount,2025-01-01
4076,B,10% Bill Discount,2025-01-01
4077,A,10% Bill Discount,2025-01-01
4078,B,10% Bill Discount,2025-01-01
4079,A,10% Bill Discount,2025-01-01
4080,B,10% Bill Discount,2025-01-01
4081,B,10% Bill Discount,2025-01-01
4082,B,10% Bill Discount,2025-01-01
4083,B,10% Bill Discount,2025-01-01
4084,B,10% Bill Discount,2025-01-01
4085,A,10% Bill Discount,2025-01-01
4086,B,10% Bill Discount,2025-01-01
4087,A,10% Bill Discount,2025-01-01
4088,A,10% Bill Discount,2025-01-01
4089,A,10% Bill Discount,2025-01-01
4090,B,10% Bill Discount,2025-01-01
4091,A,10% Bill Discount,2025-01-01
4092,B,10% Bill Discount,2025-01-01
4093,A,10% Bill Discount,2025-01-01
4094,A,10% Bill Discount,2025-01-01
4095,B,10% Bill Discount,2025-01-01
4096,B,10% Bill Discount,2025-01-01
4097,B,10% Bill Discount,2025-01-01
4098,A,10% Bill Discount,2025-01-01
4099,B,10% Bill Discount,2025-01-01
4100,A,10% Bill Discount,2025-01-01
4101,B,10% Bill Discount,2025-01-01
4102,A,10% Bill Discount,2025-01-01
4103,B,10% Bill Discount,2025-01-01
4104,B,10% Bill Discount,2025-01-01
4105,A,10% Bill Discount,2025-01-01
4106,A,10% Bill Discount,2025-01-01
4107,B,10% Bill Discount,2025-01-01
4108,A,10% Bill Discount,2025-01-01
4109,A,10% Bill Discount,2025-01-01
4110,A,10% Bill Discount,2025-01-01
4111,A,10% Bill Discount,2025-01-01
4112,A,10% Bill Discount,2025-01-01
4113,A,10% Bill Discount,2025-01-01
4114,A,10% Bill Discount,2025-01-01
4115,B,10% Bill Discount,2025-01-01
4116,B,10% Bill Discount,2025-01-01
4117,B,10% Bill Discount,2025-01-01
4118,B,10% Bill Discount,2025-01-01
4119,A,10% Bill Discount,2025-01-01
4120,B,10% Bill Discount,2025-01-01
4121,A,10% Bill Discount,2025-01-01
4122,B,10% Bill Discount,2025-01-01
4123,A,10% Bill Discount,2025-01-01
4124,B,10% Bill Discount,2025-01-01
4125,A,10% Bill Discount,2025-01-01
4126,B,10% Bill Discount,2025-01-01
4127,B,10% Bill Discount,2025-01-01
4128,B,10% Bill Discount,2025-01-01
4129,A,10% Bill Discount,2025-01-01
4130,A,10% Bill Discount,2025-01-01
4131,A,10% Bill Discount,2025-01-01
4132,A,10% Bill Discount,2025-01-01
4133,B,10% Bill Discount,2025-01-01
4134,A,10% Bill Discount,2025-01-01
4135,A,10% Bill Discount,2025-01-01
4136,A,10% Bill Discount,2025-01-01
4137,A,10% Bill Discount,2025-01-01
4138,B,10% Bill Discount,2025-01-01
4139,B,10% Bill Discount,2025-01-01
4140,B,10% Bill Discount,2025-01-01
4141,A,10% Bill Discount,2025-01-01
4142,A,10% Bill Discount,2025-01-01
4143,A,10% Bill Discount,2025-01-01
4144,B,10% Bill Discount,2025-01-01
4145,B,10% Bill Discount,2025-01-01
4146,A,10% Bill Discount,2025-01-01
4147,B,10% Bill Discount,2025-01-01
4148,A,10% Bill Discount,2025-01-01
4149,A,10% Bill Discount,2025-01-01
4150,B,10% Bill Discount,2025-01-01
4151,A,10% Bill Discount,2025-01-01
4152,B,10% Bill Discount,2025-01-01
4153,A,10% Bill Discount,2025-01-01
4154,A,10% Bill Discount,2025-01-01
4155,A,10% Bill Discount,2025-01-01
4156,A,10% Bill Discount,2025-01-01
4157,B,10% Bill Discount,2025-01-01
4158,B,10% Bill Discount,2025-01-01
4159,B,10% Bill Discount,2025-01-01
4160,B,10% Bill Discount,2025-01-01
4161,A,10% Bill Discount,2025-01-01
4162,A,10% Bill Discount,2025-01-01
4163,A,10% Bill Discount,2025-01-01
4164,A,10% Bill Discount,2025-01-01
4165,A,10% Bill Discount,2025-01-01
4166,A,10% Bill Discount,2025-01-01
4167,A,10% Bill Discount,2025-01-01
4168,B,10% Bill Discount,2025-01-01
4169,A,10% Bill Discount,2025-01-01
4170,B,10% Bill Discount,2025-01-01
4171,A,10% Bill Discount,2025-01-01
4172,A,10% Bill Discount,2025-01-01
4173,A,10% Bill Discount,2025-01-01
4174,B,10% Bill Discount,2025-01-01
4175,A,10% Bill Discount,2025-01-01
4176,A,10% Bill Discount,2025-01-01
4177,A,10% Bill Discount,2025-01-01
4178,B,10% Bill Discount,2025-01-01
4179,A,10% Bill Discount,2025-01-01
4180,A,10% Bill Discount,2025-01-01
4181,A,10% Bill Discount,2025-01-01
4182,A,10% Bill Discount,2025-01-01
4183,A,10% Bill Discount,2025-01-01
4184,A,10% Bill Discount,2025-01-01
4185,B,10% Bill Discount,2025-01-01
4186,B,10% Bill Discount,2025-01-01
4187,B,10% Bill Discount,2025-01-01
4188,A,10% Bill Discount,2025-01-01
4189,B,10% Bill Discount,2025-01-01
4190,B,10% Bill Discount,2025-01-01
4191,A,10% Bill Discount,2025-01-01
4192,A,10% Bill Discount,2025-01-01
4193,B,10% Bill Discount,2025-01-01
4194,A,10% Bill Discount,2025-01-01
4195,B,10% Bill Discount,2025-01-01
4196,B,10% Bill Discount,2025-01-01
4197,A,10% Bill Discount,2025-01-01
4198,A,10% Bill Discount,2025-01-01
4199,A,10% Bill Discount,2025-01-01
4200,B,10% Bill Discount,2025-01-01
4201,B,10% Bill Discount,2025-01-01
4202,A,10% Bill Discount,2025-01-01
4203,B,10% Bill Discount,2025-01-01
4204,A,10% Bill Discount,2025-01-01
4205,B,10% Bill Discount,2025-01-01
4206,A,10% Bill Discount,2025-01-01
4207,A,10% Bill Discount,2025-01-01
4208,A,10% Bill Discount,2025-01-01
4209,A,10% Bill Discount,2025-01-01
4210,B,10% Bill Discount,2025-01-01
4211,A,10% Bill Discount,2025-01-01
4212,A,10% Bill Discount,2025-01-01
4213,A,10% Bill Discount,2025-01-01
4214,A,10% Bill Discount,2025-01-01
4215,B,10% Bill Discount,2025-01-01
4216,B,10% Bill Discount,2025-01-01
4217,A,10% Bill Discount,2025-01-01
4218,B,10% Bill Discount,2025-01-01
4219,A,10% Bill Discount,2025-01-01
4220,B,10% Bill Discount,2025-01-01
4221,A,10% Bill Discount,2025-01-01
4222,B,10% Bill Discount,2025-01-01
4223,A,10% Bill Discount,2025-01-01
4224,B,10% Bill Discount,2025-01-01
4225,B,10% Bill Discount,2025-01-01
4226,A,10% Bill Discount,2025-01-01
4227,A,10% Bill Discount,2025-01-01
4228,A,10% Bill Discount,2025-01-01
4229,B,10% Bill Discount,2025-01-01
4230,B,10% Bill Discount,2025-01-01
4231,B,10% Bill Discount,2025-01-01
4232,A,10% Bill Discount,2025-01-01
4233,A,10% Bill Discount,2025-01-01
4234,B,10% Bill Discount,2025-01-01
4235,A,10% Bill Discount,2025-01-01
4236,A,10% Bill Discount,2025-01-01
4237,A,10% Bill Discount,2025-01-01
4238,B,10% Bill Discount,2025-01-01
4239,B,10% Bill Discount,2025-01-01
4240,A,10% Bill Discount,2025-01-01
4241,B,10% Bill Discount,2025-01-01
4242,B,10% Bill Discount,2025-01-01
4243,A,10% Bill Discount,2025-01-01
4244,B,10% Bill Discount,2025-01-01
4245,B,10% Bill Discount,2025-01-01
4246,B,10% Bill Discount,2025-01-01
4247,B,10% Bill Discount,2025-01-01
4248,A,10% Bill Discount,2025-01-01
4249,A,10% Bill Discount,2025-01-01
4250,B,10% Bill Discount,2025-01-01
4251,A,10% Bill Discount,2025-01-01
4252,B,10% Bill Discount,2025-01-01
4253,A,10% Bill Discount,2025-01-01
4254,A,10% Bill Discount,2025-01-01
4255,B,10% Bill Discount,2025-01-01
4256,A,10% Bill Discount,2025-01-01
4257,B,10% Bill Discount,2025-01-01
4258,A,10% Bill Discount,2025-01-01
4259,A,10% Bill Discount,2025-01-01
4260,A,10% Bill Discount,2025-01-01
4261,A,10% Bill Discount,2025-01-01
4262,A,10% Bill Discount,2025-01-01
4263,A,10% Bill Discount,2025-01-01
4264,B,10% Bill Discount,2025-01-01
4265,B,10% Bill Discount,2025-01-01
4266,B,10% Bill Discount,2025-01-01
4267,B,10% Bill Discount,2025-01-01
4268,B,10% Bill Discount,2025-01-01
4269,A,10% Bill Discount,2025-01-01
4270,B,10% Bill Discount,2025-01-01
4271,A,10% Bill Discount,2025-01-01
4272,B,10% Bill Discount,2025-01-01
4273,A,10% Bill Discount,2025-01-01
4274,A,10% Bill Discount,2025-01-01
4275,A,10% Bill Discount,2025-01-01
4276,B,10% Bill Discount,2025-01-01
4277,A,10% Bill Discount,2025-01-01
4278,A,10% Bill Discount,2025-01-01
4279,A,10% Bill Discount,2025-01-01
4280,A,10% Bill Discount,2025-01-01
4281,A,10% Bill Discount,2025-01-01
4282,A,10% Bill Discount,2025-01-01
4283,B,10% Bill Discount,2025-01-01
4284,A,10% Bill Discount,2025-01-01
4285,B,10% Bill Discount,2025-01-01
4286,B,10% Bill Discount,2025-01-01
4287,A,10% Bill Discount,2025-01-01
4288,B,10% Bill Discount,2025-01-01
4289,A,10% Bill Discount,2025-01-01
4290,A,10% Bill Discount,2025-01-01
4291,B,10% Bill Discount,2025-01-01
4292,B,10% Bill Discount,2025-01-01
4293,A,10% Bill Discount,2025-01-01
4294,A,10% Bill Discount,2025-01-01
4295,A,10% Bill Discount,2025-01-01
4296,A,10% Bill Discount,2025-01-01
4297,A,10% Bill Discount,2025-01-01
4298,B,10% Bill Discount,2025-01-01
4299,A,10% Bill Discount,2025-01-01
4300,B,10% Bill Discount,2025-01-01
4301,A,10% Bill Discount,2025-01-01
4302,A,10% Bill Discount,2025-01-01
4303,B,10% Bill Discount,2025-01-01
4304,A,10% Bill Discount,2025-01-01
4305,B,10% Bill Discount,2025-01-01
4306,B,10% Bill Discount,2025-01-01
4307,B,10% Bill Discount,2025-01-01
4308,A,10% Bill Discount,2025-01-01
4309,B,10% Bill Discount,2025-01-01
4310,A,10% Bill Discount,2025-01-01
4311,A,10% Bill Discount,2025-01-01
4312,A,10% Bill Discount,2025-01-01
4313,A,10% Bill Discount,2025-01-01
4314,A,10% Bill Discount,2025-01-01
4315,A,10% Bill Discount,2025-01-01
4316,B,10% Bill Discount,2025-01-01
4317,B,10% Bill Discount,2025-01-01
4318,B,10% Bill Discount,2025-01-01
4319,B,10% Bill Discount,2025-01-01
4320,B,10% Bill Discount,2025-01-01
4321,A,10% Bill Discount,2025-01-01
4322,A,10% Bill Discount,2025-01-01
4323,A,10% Bill Discount,2025-01-01
4324,B,10% Bill Discount,2025-01-01
4325,A,10% Bill Discount,2025-01-01
4326,A,10% Bill Discount,2025-01-01
4327,B,10% Bill Discount,2025-01-01
4328,A,10% Bill Discount,2025-01-01
4329,B,10% Bill Discount,2025-01-01
4330,A,10% Bill Discount,2025-01-01
4331,A,10% Bill Discount,2025-01-01
4332,A,10% Bill Discount,2025-01-01
4333,A,10% Bill Discount,2025-01-01
4334,B,10% Bill Discount,2025-01-01
4335,B,10% Bill Discount,2025-01-01
4336,A,10% Bill Discount,2025-01-01
4337,B,10% Bill Discount,2025-01-01
4338,A,10% Bill Discount,2025-01-01
4339,A,10% Bill Discount,2025-01-01
4340,A,10% Bill Discount,2025-01-01
4341,B,10% Bill Discount,2025-01-01
4342,A,10% Bill Discount,2025-01-01
4343,B,10% Bill Discount,2025-01-01
4344,B,10% Bill Discount,2025-01-01
4345,B,10% Bill Discount,2025-01-01
4346,B,10% Bill Discount,2025-01-01
4347,B,10% Bill Discount,2025-01-01
4348,B,10% Bill Discount,2025-01-01
4349,A,10% Bill Discount,2025-01-01
4350,B,10% Bill Discount,2025-01-01
4351,B,10% Bill Discount,2025-01-01
4352,B,10% Bill Discount,2025-01-01
4353,A,10% Bill Discount,2025-01-01
4354,A,10% Bill Discount,2025-01-01
4355,B,10% Bill Discount,2025-01-01
4356,B,10% Bill Discount,2025-01-01
4357,A,10% Bill Discount,2025-01-01
4358,B,10% Bill Discount,2025-01-01
4359,A,10% Bill Discount,2025-01-01
4360,A,10% Bill Discount,2025-01-01
4361,A,10% Bill Discount,2025-01-01
4362,A,10% Bill Discount,2025-01-01
4363,B,10% Bill Discount,2025-01-01
4364,A,10% Bill Discount,2025-01-01
4365,A,10% Bill Discount,2025-01-01
4366,B,10% Bill Discount,2025-01-01
