"customer_id","experiment_group","churned","total_revenue"
17507,C,0,2997.00
9985,C,0,2425.00
17087,C,0,3083.00
14548,C,0,3074.00
5748,C,0,2817.00
5048,C,0,2085.00
15067,B,0,2090.00
17356,B,0,3064.00
9790,B,0,2411.00
1831,C,0,2405.00
11481,C,0,2983.00
15755,C,0,2791.00
16275,C,0,2697.00
5370,B,0,2033.00
6649,C,0,2774.00
5051,B,0,2658.00
18410,C,0,2636.00
1731,B,0,2988.00
14278,B,0,2243.00
1311,B,0,2791.00
8798,C,0,2755.00
14138,B,0,2167.00
5144,C,0,2438.00
16981,C,0,2596.00
16756,C,0,2955.00
1996,C,0,2807.00
19270,C,0,2369.00
4572,C,0,2695.00
6051,C,0,2458.00
17273,C,1,1179.00
12441,C,0,2816.00
1243,C,0,2732.00
3394,B,0,3365.00
10383,B,0,2838.00
15327,C,0,2667.00
15176,C,0,2374.00
10612,C,0,2362.00
16973,C,0,3025.00
5566,B,0,2127.00
7351,B,0,3160.00
6302,B,0,2636.00
12078,C,0,2577.00
12072,B,0,2808.00
18313,B,0,2869.00
13965,C,0,2940.00
2003,C,0,2751.00
2943,B,0,3090.00
13876,B,0,2462.00
4763,C,0,2746.00
9406,B,0,2874.00
2843,C,0,2401.00
16420,B,0,3109.00
12511,B,0,3062.00
1816,C,0,2560.00
2133,C,0,2777.00
10228,C,0,2663.00
8144,B,0,2823.00
7259,C,0,3098.00
9305,C,0,2388.00
8843,B,0,3333.00
10960,C,0,2604.00
17067,C,0,2758.00
17898,C,0,2490.00
15364,B,0,2520.00
6998,C,0,2535.00
7340,C,0,2580.00
216,B,0,2767.00
1297,B,0,2926.00
17471,C,0,2237.00
11404,B,0,2573.00
15212,C,0,2412.00
6779,C,0,2464.00
10908,B,0,2895.00
4783,C,0,2283.00
6259,C,0,3010.00
2034,C,0,2984.00
8969,C,0,3192.00
8681,B,0,2659.00
5542,C,0,2450.00
12739,C,0,2707.00
15529,C,0,2262.00
1183,C,0,2744.00
10284,C,0,3219.00
12206,B,0,3068.00
10804,C,0,2464.00
4570,C,0,2518.00
12740,C,0,2602.00
12627,B,0,2262.00
3292,C,0,2846.00
3078,B,0,3037.00
14196,B,1,2104.00
1790,C,0,2464.00
2793,C,0,2896.00
9221,B,1,1091.00
875,B,0,2880.00
11748,B,0,2424.00
122,C,0,2805.00
16279,B,0,2742.00
14248,C,0,2714.00
3628,C,0,2640.00
16855,C,0,2671.00
15031,C,0,2504.00
18267,C,0,2410.00
12017,B,0,2535.00
12231,C,0,2647.00
7724,C,0,2969.00
7361,C,0,2454.00
12224,B,0,3424.00
1126,C,0,3042.00
1255,C,1,773.00
17585,B,0,2860.00
13998,B,0,2240.00
13569,C,0,2774.00
10290,B,0,3041.00
12192,B,0,2440.00
16030,C,0,2186.00
14165,B,1,2898.00
15281,C,0,2185.00
16790,C,0,2728.00
7976,B,1,2051.00
15241,C,1,3015.00
11370,C,0,2532.00
17253,B,0,3140.00
395,B,0,2863.00
4330,C,0,2636.00
16617,B,0,2475.00
10992,C,1,812.00
16397,B,0,2695.00
3095,B,1,2667.00
9144,C,0,2160.00
14653,B,0,2649.00
14557,B,0,3075.00
10794,B,0,2461.00
1588,B,0,2600.00
4516,B,0,2377.00
2356,B,0,2937.00
5964,C,0,2525.00
15543,B,0,2687.00
13257,B,0,2038.00
11635,B,0,2011.00
16492,B,0,3228.00
6029,C,0,2736.00
10478,B,0,1909.00
19479,B,1,3015.00
2171,C,0,2712.00
11854,C,0,2322.00
15904,B,0,3072.00
13769,C,0,3189.00
6217,B,0,2871.00
8045,B,0,2253.00
12689,C,0,2190.00
17650,C,0,3021.00
5974,C,0,2955.00
4354,C,0,2440.00
12199,B,0,2611.00
2444,C,0,2385.00
11837,C,0,2935.00
6009,C,0,2142.00
8812,B,0,2231.00
7926,B,0,2533.00
9463,C,0,3116.00
18185,B,1,735.00
12222,B,0,2723.00
16694,B,1,1900.00
16409,B,0,2834.00
15447,B,0,3173.00
6096,C,0,2548.00
16833,C,0,3264.00
2188,C,0,3004.00
16674,C,0,2923.00
3950,B,0,2465.00
9854,C,0,2613.00
9032,C,0,2598.00
10347,B,0,2855.00
13987,B,0,2349.00
13153,B,0,2862.00
10898,B,0,2749.00
8992,B,0,2360.00
3110,C,0,2855.00
394,C,0,2914.00
11939,B,0,2386.00
386,C,0,2665.00
12823,B,0,2345.00
4830,C,0,2673.00
3962,B,0,3031.00
7425,B,0,2255.00
3450,B,0,2683.00
17602,C,0,2661.00
8478,C,0,2748.00
13562,B,0,3055.00
12388,B,0,2664.00
4278,B,0,3001.00
1797,C,0,2813.00
11566,B,0,2705.00
4877,C,0,2774.00
17082,C,0,2789.00
7912,B,0,2574.00
10671,C,0,3050.00
15370,B,0,3197.00
313,B,0,2622.00
1943,C,0,2634.00
10446,C,0,2785.00
10209,B,0,2609.00
11591,B,0,2828.00
1397,B,0,3149.00
4085,B,0,2411.00
4387,C,0,3338.00
8119,B,0,2565.00
6186,C,0,2989.00
15302,B,0,2623.00
12238,C,0,3057.00
3643,B,1,880.00
10086,C,0,2474.00
17012,C,0,2535.00
6264,C,0,2398.00
18996,B,0,3029.00
5743,C,0,2213.00
4018,C,0,2841.00
1685,B,0,2433.00
5877,C,0,2560.00
4707,C,0,2692.00
486,C,0,2843.00
5880,B,0,2808.00
129,B,0,2782.00
19108,B,0,2788.00
1133,B,0,2465.00
15535,B,0,2516.00
3759,B,0,2939.00
13441,B,0,2458.00
11265,C,0,3041.00
8164,B,1,2196.00
4661,C,0,2277.00
19333,C,0,3102.00
8026,B,0,2468.00
1439,B,0,2828.00
9585,C,0,3071.00
10842,B,0,2684.00
7080,C,0,3006.00
3545,C,0,2920.00
3343,C,0,2255.00
15304,B,0,2572.00
2590,C,0,2121.00
14527,B,0,2523.00
13514,C,0,2295.00
9775,C,0,2456.00
19188,C,0,2977.00
4923,C,0,2389.00
2255,C,0,2384.00
4015,C,0,2948.00
18761,B,0,2201.00
7238,C,0,2643.00
14627,B,0,2701.00
740,B,0,2776.00
11608,B,0,2686.00
4121,B,0,3083.00
18384,C,0,3344.00
1639,C,0,2878.00
14190,C,0,2945.00
10978,C,0,2209.00
1306,C,0,2897.00
13570,C,0,2317.00
7517,B,0,2406.00
17891,B,0,2897.00
15792,B,0,2679.00
5769,B,0,3088.00
623,B,0,3224.00
14074,C,0,2981.00
5690,C,0,1948.00
2059,C,0,2703.00
15839,C,0,2982.00
15334,C,0,2157.00
3914,C,0,2684.00
9388,B,0,2693.00
5417,B,0,2611.00
11413,B,0,2905.00
14424,B,0,2420.00
7872,B,0,2104.00
11652,C,0,3155.00
18097,B,0,2545.00
499,C,0,3014.00
17688,C,0,2656.00
12320,C,1,1463.00
9438,B,0,2607.00
17395,B,0,2915.00
4935,B,0,2229.00
723,B,0,3457.00
9490,B,0,2400.00
9825,B,0,2531.00
15655,C,0,2587.00
15589,B,0,2668.00
9049,C,0,2899.00
3278,B,0,2491.00
2445,B,0,2598.00
13669,C,0,2634.00
2472,C,0,2890.00
17245,C,0,2759.00
4545,B,0,2411.00
2867,C,0,2600.00
7955,C,0,2588.00
12840,B,0,3025.00
1967,B,0,2417.00
18818,B,0,2512.00
14364,C,0,2937.00
11625,B,0,3412.00
9969,C,0,3290.00
10782,C,0,2686.00
2526,B,0,3303.00
8029,C,0,2317.00
5913,C,0,2957.00
3058,B,0,2832.00
983,B,0,3134.00
7950,B,0,3173.00
4671,B,0,2888.00
10943,B,0,2375.00
10419,B,0,3034.00
6442,B,0,2534.00
5621,B,0,2861.00
3454,B,0,2797.00
10589,C,0,3177.00
12694,C,0,2693.00
19312,C,0,2552.00
971,C,0,3203.00
7894,B,0,2517.00
18563,B,0,1967.00
16820,C,0,2945.00
4905,C,0,2252.00
14234,C,0,2655.00
13279,B,1,2777.00
13370,B,0,3306.00
18804,B,0,2713.00
1671,B,0,2860.00
10495,C,0,2898.00
7928,C,0,2666.00
10169,B,0,2484.00
11431,B,0,2273.00
16466,B,0,2118.00
2765,B,1,2602.00
19374,C,0,2964.00
12257,B,0,2913.00
8818,B,0,2691.00
14696,B,0,2569.00
10099,B,0,2734.00
8884,B,0,2476.00
12649,C,0,2674.00
11992,B,0,2739.00
10308,B,0,2423.00
7178,C,0,2517.00
7139,C,0,2571.00
6363,B,0,2215.00
1817,B,0,2787.00
11734,B,0,2696.00
19489,C,0,2587.00
6539,B,0,3086.00
15332,C,0,2940.00
17014,B,0,2837.00
7981,B,0,2549.00
17651,B,0,2652.00
1198,C,0,2671.00
6390,C,0,3336.00
18476,C,0,2340.00
18112,B,0,2713.00
2380,C,0,3033.00
8662,B,0,2493.00
5732,B,0,2719.00
13487,C,0,3284.00
8098,B,0,2579.00
13994,B,0,2816.00
11299,C,0,2835.00
1743,C,0,2938.00
12158,B,0,3209.00
13258,B,0,2641.00
3017,C,0,2533.00
4775,B,0,2295.00
5376,C,0,2570.00
4464,B,1,1124.00
6975,C,0,1968.00
12728,C,0,2967.00
11253,C,0,2747.00
16683,B,0,2446.00
10194,C,0,3048.00
1565,C,0,2712.00
14880,B,0,2989.00
2398,B,0,2961.00
13534,B,0,2851.00
18272,B,0,2526.00
6380,C,0,2674.00
4555,B,0,2591.00
1824,C,0,2625.00
13877,C,0,2894.00
3803,C,0,2553.00
10726,B,0,2500.00
7180,C,0,3154.00
13832,B,0,2604.00
13618,B,0,2376.00
16791,C,0,2222.00
2483,C,0,2577.00
12872,C,0,2224.00
9665,B,0,2432.00
9161,C,0,2812.00
2165,B,0,3188.00
852,C,0,2714.00
4406,C,0,2695.00
16956,B,0,2583.00
565,B,0,2520.00
12088,C,0,2604.00
17234,C,0,2298.00
5530,B,1,1770.00
2651,B,0,2619.00
19034,B,0,2191.00
3355,B,0,2596.00
7292,B,0,2589.00
1740,B,0,2786.00
6555,C,0,3047.00
18148,B,0,2617.00
18670,C,0,2636.00
12979,B,0,2203.00
12204,C,0,3021.00
6963,C,0,2206.00
13963,C,0,2785.00
4152,B,0,3104.00
3531,B,0,2450.00
9645,B,0,3147.00
6965,B,0,2527.00
551,C,0,2867.00
19176,B,1,1101.00
17696,C,0,2741.00
5083,C,0,2955.00
8320,B,0,2738.00
6415,B,0,2926.00
2184,B,0,2888.00
14895,B,0,2315.00
14750,C,0,3143.00
18050,C,0,2624.00
7679,B,1,1024.00
4206,B,0,2219.00
4497,B,0,2240.00
19345,B,0,2356.00
11185,C,0,2871.00
653,C,0,2600.00
3431,C,0,3176.00
7811,B,0,2986.00
8928,B,0,2889.00
15195,B,0,2774.00
3634,B,0,2170.00
15074,B,0,3020.00
18738,B,0,2646.00
2123,C,0,2737.00
14140,C,0,2708.00
7005,B,0,2583.00
925,B,0,2813.00
13483,C,0,2854.00
6169,B,0,2117.00
7025,C,0,2625.00
9333,B,0,2829.00
7151,C,0,1925.00
18891,B,0,2568.00
14861,B,0,2374.00
9949,C,0,2857.00
15659,B,0,2749.00
3404,B,0,2200.00
18763,B,1,1189.00
9760,C,0,2055.00
11685,C,0,3132.00
19117,B,0,2883.00
6447,C,0,3091.00
5624,C,0,2283.00
2644,C,0,2622.00
13171,C,0,2478.00
10106,B,0,2964.00
9704,C,0,2750.00
4958,C,0,2604.00
3393,C,0,3275.00
262,C,0,2375.00
10375,C,0,2901.00
16157,B,0,2617.00
17238,B,1,2896.00
12677,B,0,3042.00
9100,B,0,2647.00
8160,C,0,2748.00
18504,B,0,3072.00
15424,C,0,2963.00
243,C,0,2657.00
10924,B,0,2452.00
13006,C,0,2751.00
4308,C,0,2580.00
6933,B,0,3108.00
1638,B,0,3281.00
6113,C,0,2379.00
4802,B,0,3197.00
9783,C,0,2247.00
7069,B,0,2839.00
9761,C,0,2461.00
10787,B,0,2487.00
10454,C,0,3041.00
827,B,0,2486.00
1564,B,0,2978.00
7810,B,1,1921.00
18381,B,1,2784.00
4070,C,0,3055.00
14663,B,0,2684.00
14746,B,0,3058.00
12609,C,0,2851.00
4521,C,0,2569.00
13775,C,0,3065.00
232,C,0,2958.00
12261,C,0,2802.00
4604,B,0,2713.00
18241,C,0,2952.00
16287,C,0,2447.00
10399,C,0,2838.00
6105,B,0,2878.00
5166,C,0,2994.00
16741,C,0,2585.00
8136,B,0,2152.00
618,B,0,2694.00
15312,C,0,2843.00
6077,B,0,2797.00
4885,B,0,2741.00
11359,C,0,2618.00
17698,C,0,2644.00
15182,B,0,2281.00
12194,C,0,2543.00
7569,C,0,2614.00
2972,B,0,3115.00
5205,C,0,3101.00
18092,C,0,2739.00
16483,B,0,2574.00
11940,B,0,2781.00
19418,C,0,2901.00
12510,C,0,2737.00
7532,B,0,2402.00
11657,C,0,2318.00
19105,B,0,2821.00
418,B,0,2997.00
10333,B,0,2276.00
19002,B,0,2791.00
16077,B,0,2609.00
15780,C,0,2666.00
6208,B,0,2689.00
6432,C,0,2949.00
7961,C,0,2500.00
3584,C,0,2014.00
18914,C,0,2670.00
7888,B,0,3216.00
9561,C,0,2123.00
8579,B,0,2449.00
4829,B,0,2388.00
14107,C,0,2827.00
18808,B,0,2543.00
17562,C,0,2803.00
12100,C,0,2402.00
5822,B,0,3239.00
14084,B,0,2358.00
4329,B,0,2737.00
12439,B,0,2863.00
7405,B,0,2913.00
10355,B,0,2511.00
1752,B,0,3005.00
952,C,0,2631.00
5625,B,0,2506.00
14909,B,0,2553.00
14866,B,0,2945.00
575,C,0,2677.00
11015,C,0,2860.00
13728,C,0,3025.00
5779,C,0,2592.00
3027,C,0,2406.00
18981,C,0,2727.00
5717,B,0,2204.00
17451,C,0,2812.00
13282,B,0,3039.00
14455,B,0,2494.00
18255,C,0,3192.00
8316,B,0,2063.00
5739,B,0,2532.00
9782,B,0,2530.00
18005,C,0,3225.00
5075,C,0,2522.00
4251,B,0,2909.00
3838,B,0,3064.00
16359,B,0,2609.00
13188,C,0,2426.00
1315,B,0,2756.00
704,B,0,2727.00
10979,B,0,3107.00
6469,C,0,2854.00
14503,B,0,3220.00
9196,B,0,3189.00
16722,B,0,2660.00
4648,B,0,2874.00
14079,B,0,3026.00
2340,B,0,2606.00
1231,C,0,2302.00
13616,C,0,2862.00
2656,B,0,3054.00
16665,B,0,2420.00
6177,C,0,2327.00
6276,C,0,2119.00
19496,B,0,3376.00
2799,C,0,2689.00
13296,B,0,2836.00
4744,C,0,2828.00
15977,B,0,2429.00
13467,C,0,2822.00
6274,C,0,2855.00
18848,C,0,2996.00
11967,C,0,3011.00
11667,C,0,2717.00
17575,B,0,2181.00
17267,B,1,2197.00
2404,B,0,3249.00
13121,C,0,2737.00
12911,C,0,2938.00
651,B,0,2795.00
18790,B,0,2675.00
15583,B,0,2367.00
10995,C,0,2808.00
4023,C,0,2352.00
14195,B,0,2060.00
5090,B,0,2466.00
7455,C,0,2442.00
6582,C,0,2658.00
12879,C,0,2201.00
5533,C,0,2855.00
12376,C,0,2504.00
5668,C,0,2860.00
5272,B,0,2507.00
3593,C,0,2352.00
15150,B,0,2828.00
10134,B,0,3111.00
13904,C,0,2480.00
6187,C,0,2512.00
10153,B,0,3062.00
5281,C,0,3151.00
18128,C,0,2719.00
9873,B,0,3043.00
2194,C,0,2649.00
5681,B,0,2207.00
19269,C,0,2896.00
18858,C,0,2375.00
10558,C,0,2456.00
4154,B,0,2601.00
9967,C,0,2542.00
7990,C,0,2698.00
11192,B,0,2606.00
1719,C,0,2898.00
11460,C,0,2808.00
17206,C,0,3111.00
19451,B,0,2749.00
7589,C,0,2899.00
17347,B,0,2697.00
3526,B,0,3041.00
12787,B,0,2693.00
2066,C,0,2248.00
18477,C,0,2366.00
16373,B,0,3197.00
3984,B,0,2642.00
14337,C,0,2401.00
18467,C,0,2760.00
8293,B,0,2286.00
2294,C,0,3014.00
5040,C,0,2653.00
18890,B,1,1924.00
8145,C,0,2526.00
19028,C,0,2452.00
4811,B,0,2695.00
17474,B,0,2573.00
8082,B,0,2641.00
3731,B,0,2861.00
10865,B,1,1696.00
1668,C,0,3213.00
9924,C,0,2740.00
1640,C,0,2526.00
17940,C,0,2631.00
16185,B,0,2477.00
15974,C,0,2415.00
4044,C,0,2760.00
7229,C,0,2646.00
16623,B,0,2555.00
9961,C,0,2872.00
11877,C,0,2758.00
5547,B,0,2576.00
9712,C,0,2746.00
7166,B,1,1991.00
15357,C,0,2822.00
12858,C,0,2387.00
2824,B,0,2481.00
4966,B,0,2986.00
10050,C,0,3111.00
14404,C,0,2761.00
16092,C,0,3055.00
17362,B,0,2613.00
2484,B,0,2370.00
753,C,0,3169.00
18507,C,0,2176.00
13806,B,0,2966.00
11126,C,0,3128.00
2256,C,0,2064.00
10926,B,0,3051.00
12604,B,0,2935.00
16417,C,0,2636.00
16496,B,0,2685.00
6182,B,0,2665.00
10036,B,0,2748.00
10543,C,0,2584.00
6668,C,0,2640.00
15705,B,0,2976.00
7431,B,0,3061.00
25,B,0,2668.00
13766,B,0,2738.00
2068,B,0,2636.00
1169,B,0,3039.00
18040,C,0,2981.00
7068,B,0,2861.00
4847,C,0,2735.00
18465,B,0,3164.00
11736,C,0,2915.00
2500,B,0,2423.00
10969,C,0,2042.00
1597,B,0,2234.00
103,B,0,3005.00
16169,B,0,2776.00
12778,C,0,2524.00
8865,B,0,2822.00
9061,C,0,2435.00
5474,C,0,3438.00
10009,C,0,2566.00
605,B,0,2536.00
65,B,0,2541.00
15623,C,0,2429.00
5158,C,0,2758.00
18062,C,0,2543.00
11114,B,0,2536.00
1976,C,0,2499.00
13252,B,0,3009.00
14637,B,0,2795.00
3853,C,0,2608.00
926,B,0,2869.00
12614,B,0,2430.00
7947,C,0,2985.00
18207,C,0,2425.00
18833,B,0,3050.00
8946,C,0,3197.00
12935,C,0,2649.00
12770,B,0,2184.00
18992,B,0,2172.00
16085,C,0,2860.00
16657,C,0,2410.00
14403,B,0,2355.00
650,B,0,2645.00
8126,B,0,2637.00
19052,B,0,2453.00
4378,C,1,1444.00
12022,C,0,2577.00
3760,C,0,2454.00
11605,B,0,2558.00
9204,B,0,2794.00
9526,B,0,2744.00
7930,B,0,2373.00
198,C,0,3072.00
12169,C,0,2688.00
14801,C,0,2564.00
8672,B,0,2452.00
11354,C,0,2819.00
9318,B,0,2943.00
2129,C,0,2556.00
1559,C,0,2547.00
8071,B,0,2746.00
11191,C,0,2637.00
5060,B,0,2729.00
17889,C,0,2718.00
4263,B,0,2410.00
456,B,0,2344.00
8517,C,0,2680.00
18192,C,0,2742.00
4028,B,0,3044.00
15855,B,0,2503.00
7330,C,0,2937.00
12996,C,0,2980.00
2014,B,0,2620.00
12955,B,1,2211.00
10643,B,0,2670.00
17804,B,0,2777.00
5043,B,0,2519.00
2507,C,0,2971.00
1158,C,0,2184.00
17420,C,0,3195.00
11693,C,0,2775.00
19302,C,0,2258.00
17634,C,0,3118.00
14085,B,0,2997.00
15276,B,0,2835.00
14429,C,0,2713.00
13901,B,0,3171.00
6709,C,0,3081.00
14551,B,0,2333.00
13494,B,0,2814.00
8233,C,0,2748.00
7771,C,0,3247.00
15794,C,0,2431.00
4856,B,0,3186.00
15479,C,0,2481.00
16481,B,0,2522.00
2706,C,0,2861.00
16590,B,0,2948.00
7715,B,0,3410.00
4201,C,0,3089.00
19300,C,0,3081.00
4963,B,1,887.00
4444,B,1,1669.00
15841,C,0,3124.00
9503,C,0,2379.00
8097,B,0,2522.00
5577,C,0,2621.00
6960,C,0,2768.00
9246,C,0,3287.00
11784,C,0,2471.00
10667,B,0,2583.00
2044,B,0,2993.00
5775,B,0,2871.00
9730,B,0,2673.00
4336,B,0,3278.00
123,B,0,2752.00
16549,B,0,2941.00
11887,B,0,2669.00
6793,B,0,3320.00
17511,B,0,2396.00
573,B,0,2993.00
5350,C,0,2146.00
405,B,0,2864.00
15039,C,0,2789.00
4778,B,0,2584.00
6546,B,0,2598.00
5956,C,0,2132.00
16377,B,0,2967.00
12251,C,0,2412.00
10990,C,0,2991.00
7834,C,0,2704.00
10556,C,0,2391.00
7003,C,0,2774.00
9428,C,0,2426.00
18796,C,0,2846.00
19214,B,0,3191.00
13917,C,0,2623.00
13122,B,0,2798.00
19383,C,0,2607.00
2116,B,1,2952.00
14820,C,0,2439.00
5346,C,0,2898.00
9152,B,0,2821.00
2862,B,0,2727.00
19420,C,0,2194.00
4577,B,0,3118.00
3901,B,1,723.00
1501,C,0,2931.00
18840,B,0,2990.00
18169,B,0,3026.00
11409,C,0,2674.00
13067,C,0,2174.00
17614,B,0,2364.00
17402,C,0,2845.00
19011,C,0,3381.00
10852,B,0,2827.00
6596,B,0,3129.00
17009,C,0,2152.00
7623,B,0,2425.00
2871,C,0,2753.00
10508,C,0,2972.00
16494,B,0,2619.00
15310,B,0,2885.00
10547,C,0,3028.00
5931,B,0,2571.00
6937,B,0,2318.00
17196,B,1,997.00
14477,C,0,2269.00
12701,B,0,2626.00
12555,C,0,2970.00
4626,C,0,2622.00
9955,B,0,2299.00
2591,C,0,2633.00
13863,B,0,2462.00
10068,C,0,2870.00
17543,C,0,2502.00
19160,B,0,2817.00
5292,B,0,2827.00
4358,C,0,2445.00
19245,C,0,2198.00
13159,C,0,2282.00
16305,C,0,2379.00
6544,B,0,2924.00
955,B,0,3194.00
4133,C,0,2464.00
18803,B,0,2806.00
6992,B,0,3268.00
7880,B,0,3136.00
10996,B,0,3186.00
5786,C,0,2704.00
16512,B,0,2883.00
6735,B,0,2106.00
4741,C,0,2777.00
18094,B,0,3067.00
4062,B,0,3005.00
14903,B,0,2529.00
2865,B,0,2729.00
8652,B,0,2663.00
8127,B,0,3447.00
10606,B,0,2322.00
5089,C,0,2836.00
2167,C,0,2683.00
9310,B,0,2578.00
11327,B,0,2489.00
7237,C,0,3151.00
16824,B,0,2272.00
4665,C,0,3031.00
2902,C,0,2157.00
19487,C,0,2208.00
8357,B,0,2679.00
2372,C,0,2980.00
13522,B,0,2512.00
1935,C,0,2197.00
14021,C,0,2988.00
16917,B,0,3174.00
15331,B,0,2944.00
14876,C,0,3380.00
3466,C,0,3011.00
11721,B,0,3194.00
6222,C,0,3023.00
1046,C,0,3285.00
15945,B,0,2732.00
9409,B,0,2742.00
4809,B,0,2416.00
16278,C,0,2842.00
1884,C,0,2391.00
5707,C,0,2435.00
3570,C,0,2288.00
13194,C,0,2930.00
3553,C,0,3097.00
7078,C,0,2678.00
19113,C,0,2669.00
10101,C,0,2429.00
2897,C,1,2563.00
12582,C,0,3182.00
15387,B,0,3048.00
15967,C,0,2932.00
12122,B,0,2520.00
18718,B,0,2538.00
2239,B,0,2154.00
16922,B,0,2675.00
10277,C,0,2833.00
8404,C,0,2932.00
18362,C,0,2673.00
14265,C,0,2459.00
2432,C,0,2742.00
8550,B,0,3065.00
8881,C,0,2392.00
11127,C,0,3001.00
2789,C,0,3074.00
17720,C,0,2755.00
9429,B,0,2804.00
15132,C,0,2660.00
10531,C,0,2967.00
8618,B,0,3151.00
17465,B,0,2972.00
8680,B,0,3142.00
6477,C,0,2662.00
3747,C,0,3220.00
12957,C,0,2870.00
7757,B,0,2723.00
17461,B,0,2420.00
4907,C,0,2725.00
10778,C,0,2737.00
6857,C,0,3072.00
5079,B,0,3059.00
5854,C,0,2552.00
12732,B,0,3270.00
5086,C,0,1925.00
13887,C,0,2471.00
11979,B,0,2419.00
11128,B,0,2520.00
9383,C,0,2993.00
19375,C,0,2778.00
17839,C,0,2746.00
15840,C,0,2761.00
16676,B,0,3140.00
14418,C,0,2452.00
1872,B,0,2364.00
7367,B,0,2469.00
14146,C,0,2325.00
7554,B,0,3144.00
3673,C,0,2929.00
15832,B,0,2433.00
18908,C,0,2738.00
11899,C,0,2845.00
9496,B,0,2964.00
12983,B,0,2645.00
8668,B,0,3080.00
2196,B,0,2953.00
13891,C,0,2845.00
16439,C,0,2010.00
2155,B,0,2356.00
8602,C,0,2592.00
1013,C,0,2175.00
13079,C,0,2779.00
857,B,0,3126.00
5600,C,0,2122.00
3671,B,0,2812.00
11328,B,0,2619.00
4147,B,0,2500.00
10878,C,0,2257.00
6670,B,0,2536.00
16376,B,0,2016.00
2384,B,0,2674.00
877,C,0,2410.00
2339,B,0,3143.00
16188,C,0,2913.00
2391,B,0,2160.00
17879,B,0,2898.00
9205,C,0,2475.00
1330,B,0,2586.00
18238,B,0,2783.00
493,B,0,2704.00
4467,B,0,2578.00
6789,C,0,2190.00
7721,C,0,3263.00
1226,C,0,2767.00
15905,B,0,2789.00
6570,B,0,2739.00
13648,C,0,2597.00
3698,C,0,2890.00
1148,C,0,2909.00
2243,C,0,2424.00
17828,B,0,2735.00
11238,C,0,3057.00
6803,B,0,2448.00
12447,C,0,2264.00
14849,C,0,2434.00
8027,C,0,2805.00
2571,B,0,2563.00
2556,C,0,2936.00
8891,B,0,2681.00
10957,B,0,2046.00
13369,C,0,2608.00
2487,B,0,2948.00
2757,B,0,3073.00
14983,C,0,2818.00
19217,C,0,3014.00
5559,B,0,3166.00
3063,C,0,2747.00
5488,C,0,2721.00
10628,C,0,2376.00
1026,B,0,2348.00
10935,B,0,2825.00
7194,B,0,2301.00
19032,C,0,2587.00
17325,C,0,2887.00
4427,B,0,3107.00
4039,C,0,2932.00
13186,C,0,2552.00
1193,B,0,3140.00
12150,B,0,2832.00
6316,C,0,3077.00
15702,B,0,2716.00
18350,B,0,2921.00
4306,B,0,2756.00
18100,B,0,2067.00
11329,C,0,2687.00
5172,C,0,2864.00
7381,B,0,2341.00
5895,B,0,2832.00
10919,C,0,2050.00
10107,B,0,2575.00
3065,C,0,2536.00
1510,C,0,3301.00
9430,C,0,2490.00
6384,B,0,3024.00
11610,B,0,2871.00
13603,B,0,3544.00
5945,C,0,2437.00
12282,C,0,2657.00
16515,C,0,2562.00
5917,C,0,2429.00
18397,B,0,2629.00
14232,C,0,2479.00
16520,B,0,2892.00
7407,C,0,2620.00
14598,C,0,2527.00
17298,C,0,2638.00
12831,B,0,2608.00
9092,B,0,3012.00
14920,C,0,2232.00
5448,C,0,2407.00
10863,B,0,2955.00
2208,C,0,2403.00
8445,B,0,2547.00
7487,B,0,2897.00
14826,B,0,2412.00
4918,B,0,3055.00
6454,B,0,2528.00
14117,B,0,2784.00
4868,B,0,2894.00
19468,B,0,2670.00
13538,C,0,2780.00
16656,C,0,2343.00
4981,C,0,3018.00
15680,B,0,2348.00
139,B,0,2660.00
19513,C,0,2608.00
17154,C,0,2876.00
12651,B,1,731.00
7579,C,0,3496.00
2883,B,1,857.00
312,B,0,2603.00
9489,B,0,2489.00
13997,C,0,2242.00
15859,B,0,3058.00
3209,B,0,2711.00
3620,B,0,2385.00
14633,B,0,3040.00
17703,B,0,3128.00
17236,C,0,3065.00
11525,C,0,2666.00
19203,C,0,2492.00
9046,B,1,612.00
2117,B,0,3104.00
17437,B,0,3428.00
19123,B,0,2653.00
16643,C,0,3214.00
11580,C,0,2592.00
16282,C,0,2812.00
137,C,0,3026.00
8795,B,0,3508.00
3580,B,0,2390.00
11026,C,0,2973.00
392,B,0,2160.00
15462,C,0,2978.00
14091,C,0,2689.00
13923,B,0,3017.00
11583,C,0,2432.00
6599,C,0,2611.00
5477,B,0,2377.00
381,B,0,2371.00
14291,C,0,2735.00
8229,C,0,2840.00
10716,B,0,3163.00
16016,C,0,2495.00
8219,B,0,2918.00
5204,C,0,2337.00
12890,C,0,2794.00
8392,B,0,2519.00
8796,B,0,2900.00
2076,C,0,2592.00
12916,B,0,2774.00
12596,B,0,2538.00
11698,C,0,2363.00
14965,B,0,2343.00
15221,C,0,2483.00
3777,C,0,2886.00
6759,C,0,2472.00
3614,C,0,2632.00
5740,B,0,2384.00
16615,C,0,2973.00
5291,B,0,2649.00
6091,B,0,3133.00
165,B,0,2297.00
11754,B,0,2300.00
10761,B,0,3182.00
10858,B,0,2749.00
16853,C,0,2526.00
16011,B,0,2509.00
15314,B,0,2350.00
